,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
7528,EQR,WAT,ENPH,ED,WDC,CDAY,EFX,J,RSG,RHI,VNO,CTSH,PLD,TGT,DD
7529,VRSN,MCO,CNC,VFC,ADI,APA,AES,TMUS,UAA,ES,GIS,MHK,AME,MAS,BLL
7530,ANSS,TMO,ATO,HSIC,AMCR,VMC,MDLZ,PHM,COF,PKG,USD,DAL,AKAM,AVGO,LYV
7531,UDR,TJX,CNP,SBUX,SYK,MDT,ACN,CBOE,RMD,LYB,WFC,CTLT,PSX,JPM,XYL
7532,KEYS,HOLX,CTSH,MSI,KHC,UNP,TEL,NKE,QCOM,UHS,PKI,AXP,LNT,WAB,MO
7533,IQV,LUMN,LUMN,OKE,REG,MOH,PSX,AMT,BKR,VNO,WAT,BKR,AON,HOLX,REG
7534,CLX,MCD,SBAC,COO,FTNT,USB,ICE,EW,DVN,INCY,AME,DXC,UAA,TECH,PSX
7535,DXCM,QCOM,INTU,EXR,CSCO,FOX,DIS,BBWI,LYV,PKI,ABT,STZ,WBA,RCL,J
7536,ATVI,DVA,CLX,ATO,O,IDXX,WYNN,AXP,NKE,CARR,DE,VRSN,ROST,ZTS,EXR
7537,IR,MA,TER,CBOE,FTNT,PM,PTC,NKE,PTC,AMP,FTV,NLOK,STE,GE,VRSN
7538,EIX,PSX,CTAS,CTAS,DHR,MDLZ,SBNY,ALK,PEAK,BLK,HIG,PAYX,IVZ,SJM,WRK
7539,IFF,VRSK,APH,FTNT,LRCX,ATVI,MNST,AON,ACN,WAB,OXY,EMR,FANG,FDS,MAA
7540,DUK,CNC,HD,SNPS,NCLH,BRKB,TT,HCA,SBNY,VMC,ANSS,OKE,ABC,WRB,HRL
7541,LNC,OTIS,TRMB,MAS,CB,ES,BBY,MSFT,TWTR,FDX,DTE,PFG,ED,SBUX,ROK
7542,IPG,MAS,TSN,ADBE,K,PHM,MTB,MPWR,MMC,D,JNPR,TECH,NWS,TT,FLT
7543,AAL,CHTR,DE,PNW,AMZN,CE,DPZ,UNP,BFB,TJX,STZ,ABT,EL,F,LNT
7544,PXD,BBWI,PWR,PEP,TYL,ESS,SWK,RE,FFIV,DOV,NRG,J,KHC,DHR,DUK
7545,ZBH,WMT,CDAY,CEG,CTLT,SRE,KEY,WEC,UNP,AVY,CDW,MAA,UNP,BKR,ADP
7546,LYB,MKTX,DFS,MMC,TSN,CL,CTSH,SYK,TSN,FAST,CI,SYY,ORCL,PNR,DXC
7547,OMC,KO,VNO,KEYS,GLW,HPQ,ARE,FIS,NEE,CME,RHI,AJG,ETR,LUV,FLT
7548,IEX,ALB,GWW,PEP,TPR,DUK,UDR,T,KMB,EMR,HAS,AIZ,MOH,FITB,LNC
7549,RSG,PYPL,NEE,NFLX,ZBRA,CTXS,REG,MNST,ETN,FFIV,FIS,WDC,MAS,ISRG,SYY
7550,AMP,CMI,TSN,UAL,HPQ,GD,HSY,AMT,TSCO,NVR,PCAR,O,PG,ODFL,BR
7551,ABT,AMAT,MO,ADBE,OKE,SPG,V,JPM,UNH,CDAY,HAL,LRCX,ADBE,MGM,CDW
7552,AWK,LNT,NVDA,CZR,CME,AAP,MAR,XYL,ETN,NUE,GL,CRL,AIG,TJX,SJM
7553,WMB,DVN,PFG,MDT,TRMB,WMB,ORCL,DVN,CPT,BKNG,RMD,KIM,VTRS,WTW,ISRG
7554,AVY,MDT,PEAK,KEYS,TDY,MOH,USB,UDR,AWK,GILD,PSA,ABBV,XOM,SHW,TWTR
7555,XEL,UDR,CPB,ALL,PH,WHR,ILMN,ORCL,MTCH,INTC,JNJ,IPGP,BMY,PAYC,CTAS
7556,NDSN,WDC,PFG,KR,MMC,NDAQ,ICE,NWSA,CZR,GPC,SLB,ROL,MPC,PXD,HRL
7557,EXR,FISV,XYL,AON,INTC,SBNY,SBAC,ECL,ED,HRL,OKE,PLD,BEN,V,MTD
7558,LYB,LUMN,PARA,ABBV,POOL,HES,MCO,REG,MOH,ALL,BSX,GM,ISRG,BIO,OXY
7559,MSFT,EPAM,LW,FOX,BA,SBUX,AXP,PSX,MOH,GD,PFE,CFG,AMP,JCI,RSG
7560,FAST,ANTM,VTR,JBHT,JNJ,MGM,BAX,UHS,UHS,WDC,CCI,CLX,FMC,RCL,LYV
7561,MPC,AEP,NEM,WST,SO,GE,ABT,CLX,TFX,BK,SEE,FANG,LHX,COP,NXPI
7562,T,JPM,CNP,ALLE,NLOK,MTB,GIS,CMS,NLOK,MHK,WELL,AJG,NKE,CTXS,MMM
7563,EMR,AKAM,RL,SYK,NFLX,AMCR,EQR,ETSY,JKHY,DVN,JNPR,AMZN,ZION,AME,MET
7564,MTD,KMX,ALL,KR,ALK,ECL,PAYX,TAP,EXR,PCAR,HSY,K,DLR,FBHS,GIS
7565,FE,CAH,RE,CAT,PVH,FOXA,COP,XEL,RE,AMZN,FRT,BDX,KR,ALGN,MDT
7566,TJX,GM,ATVI,USB,RE,COST,TSN,ODFL,CTSH,PEG,COP,FBHS,SYF,TSCO,LNT
7567,MCO,AEP,DVN,TSCO,SBAC,TSN,ORCL,EMR,HST,EW,ILMN,POOL,PFG,TMUS,KEYS
7568,PEAK,REG,CINF,COF,NDAQ,ATO,TFC,C,CZR,MPC,HWM,RCL,GS,PCAR,JPM
7569,GNRC,SEDG,HPQ,FOXA,MOH,BR,CDNS,WRK,LH,HWM,PPG,HRL,MTD,PCAR,MHK
7570,BR,MLM,TMO,DISH,ARE,BRO,CDNS,ROST,KMI,GILD,FBHS,AAPL,CPT,CTLT,AME
7571,NRG,CBOE,WBA,MOH,PH,ICE,FTNT,IPGP,VTRS,VRSK,LUV,NEE,BIIB,WAB,MAR
7572,DUK,BXP,AMP,DLTR,PG,DD,DRE,ED,BMY,EFX,HUM,IFF,MCK,INCY,DPZ
7573,HCA,MMM,LYB,AAL,VRSK,REGN,GILD,STZ,EFX,TAP,NFLX,IFF,TSLA,MDLZ,FRT
7574,BIIB,ROL,PHM,WST,PM,AMCR,BXP,MCD,VTRS,NFLX,NEE,O,ZBRA,RL,ILMN
7575,ADI,UNP,WAT,BSX,VRSK,OKE,D,TPR,UDR,GPN,PPG,ABC,LLY,APA,POOL
7576,CI,ES,WBD,XOM,CNC,EBAY,CAG,VTRS,XRAY,FISV,GWW,F,AEE,CL,QCOM
7577,PKI,AZO,FISV,JKHY,ALL,CDW,CZR,LYV,DRE,WBA,ROP,VTRS,TEL,BBWI,VTR
7578,IQV,WST,AEP,CPT,WRK,JPM,K,CL,EVRG,CMG,WEC,IFF,INTU,EPAM,VTR
7579,AXP,KMI,FE,PFG,AWK,MRK,CTRA,PNC,STZ,VMC,EPAM,CHD,EQR,BR,DTE
7580,LMT,FAST,ISRG,APA,VTR,ZBH,TFC,MO,HII,MNST,SBUX,WYNN,HBAN,PKG,PEP
7581,INTU,PCAR,PGR,MLM,GPC,QRVO,YUM,UDR,CMG,TROW,BIIB,NEE,VLO,SIVB,GLW
7582,PAYC,FBHS,CMCSA,FRC,KHC,APD,TER,TWTR,ARE,MOS,AIZ,WBA,HRL,NDSN,CNC
7583,BBY,CME,REG,LYB,WRK,NOW,MRNA,ES,AMP,ZION,FFIV,ANTM,MPC,VTRS,TPR
7584,DTE,PPG,VMC,SPG,DRE,USB,PFG,LIN,BSX,TAP,JNPR,TYL,HPE,HPE,SWKS
7585,FLT,AON,CCI,HPE,ES,TRV,AVY,ALLE,WST,CVX,LKQ,PNC,SBAC,CCL,EXR
7586,HSY,CCI,KIM,VMC,XTSLA,TEL,RF,UBFUT,PARA,HCA,CMG,DOW,DXC,REGN,IEX
7587,DISH,TTWO,JBHT,MAA,AOS,ISRG,CMS,PAYC,DAL,ETSY,ICE,TSN,PARA,MMM,BR
7588,NVDA,NWS,TXN,ETR,LNT,KLAC,ROST,PNC,FMC,ENPH,SO,DPZ,TEL,FCX,BSX
7589,DLTR,HLT,RE,FIS,MSFT,URI,EXPD,LYB,LKQ,GM,HST,SWK,CTXS,DIS,VLO
7590,WDC,MMC,MKC,A,HPE,PEP,HSY,URI,DLR,MPWR,XRAY,SIVB,BEN,PPL,GPC
7591,WST,BKNG,COP,EIX,INTC,INTC,TAP,PPG,LKQ,WMB,ATVI,CRM,KR,WTW,TFC
7592,AMZN,TFC,EQIX,FB,PFG,ED,AMP,AMGN,CAG,ILMN,BKR,CME,PVH,IEX,WM
7593,CF,TDG,CTRA,AIZ,NWS,AON,AMP,ISRG,F,CTXS,CMG,CEG,LOW,BAC,OGN
7594,GL,HSIC,DLR,IRM,NXPI,IRM,MCK,GIS,BA,AIG,FLT,GM,WBA,FE,UHS
7595,PSX,AIG,QCOM,WELL,TMO,PSA,CME,TJX,WFC,BBY,K,XRAY,DRI,ABMD,PSA
7596,RE,MGM,CTLT,FE,BIIB,SYY,XOM,CI,DOW,GILD,MET,CSCO,T,LMT,CTSH
7597,LH,VFC,MCHP,JKHY,DUK,BAC,NDAQ,WEC,LVS,ZBRA,ESS,UA,BXP,LNT,L
7598,ADP,AES,WELL,HES,CARR,GRMN,EXPE,NOW,SIVB,PXD,CDW,PVH,MOH,PAYX,BAX
7599,COF,PCAR,REGN,TFX,EMN,RMD,MSFT,AMAT,EW,RCL,ALLE,FBHS,CPB,ATO,WAB
7600,ILMN,PTC,CVX,LYV,FE,MAA,HD,AWK,T,BEN,ALB,RF,TXN,GOOGL,FITB
7601,MRO,HPE,CRM,WBA,BDX,TSLA,CAG,ANTM,DXCM,KMB,ZION,TEL,QCOM,NVR,K
7602,EXPE,NSC,LKQ,CI,LDOS,ABMD,GL,RHI,HES,GRMN,LW,BWA,WY,ZION,CDNS
7603,CVX,PENN,TYL,FOXA,LRCX,UA,ROL,BIIB,MAR,SBNY,LHX,DUK,VRTX,AAPL,UHS
7604,DE,BR,EA,VLO,ALB,GOOG,CINF,K,PVH,SEE,SHW,REGN,ACN,EOG,GPN
7605,CTXS,CMCSA,ISRG,KEY,EQIX,PAYC,UNH,PEP,YUM,PNW,FFIV,JBHT,OMC,LUV,FDX
7606,IP,MTD,EMR,LW,ADP,ATO,DHI,ADM,REGN,INCY,HSY,VLO,FDS,MRK,MET
7607,PSA,CPT,TXT,PH,AEP,D,ESS,LW,UDR,BBY,WST,SEE,NXPI,EXC,DHI
7608,SRE,PEG,FDX,DUK,WY,FAST,CL,MTB,GM,DOV,INTU,DXC,BIIB,CTLT,CRM
7609,CBRE,WM,HCA,IT,SBAC,GNRC,MLM,IT,HOLX,AMAT,OTIS,NEE,AMCR,CDW,AAPL
7610,CMI,WY,EL,TAP,LMT,MKTX,LHX,FAST,DG,CRL,AVGO,ULTA,BEN,ATO,SEDG
7611,CAH,ROST,CAT,MAS,NVDA,LNC,PAYC,NVR,VRTX,MU,NEM,NOC,EVRG,DRE,DHR
7612,ETR,MS,ZTS,MSCI,ROP,OMC,MSCI,EOG,KMB,WTW,SYK,FTNT,DHI,TJX,ALL
7613,TSN,ANTM,CNP,ZION,LVS,INTC,CLX,DFS,AMAT,BRKB,SLB,NCLH,VNO,WMT,HON
7614,ABC,ATVI,TDG,NLOK,TAP,XOM,MET,APH,EVRG,HCA,BK,HRL,HRL,WRB,BSX
7615,EBAY,KHC,FFIV,PTC,AWK,JNJ,PVH,MKTX,DRI,PPG,HOLX,MRO,RCL,PSX,WMB
7616,ABC,FTV,MMM,BLK,CRM,HES,BKNG,PRU,LEN,DPZ,GIS,EXPE,HAS,ZION,TSLA
7617,AZO,DAL,TFC,EBAY,CDW,USB,RJF,MTD,FMC,VRTX,FBHS,PFE,DAL,HBAN,GRMN
7618,MO,EXC,CSX,AZO,MRO,IQV,SWK,BWA,TXN,JKHY,TRMB,DIS,DTE,INTC,MSFT
7619,DLR,STE,GWW,AVY,CDNS,TFC,AWK,OGN,RE,ROK,ITW,SWK,ES,TSLA,ES
7620,URI,CAG,ZBH,CTAS,RL,REGN,MAR,TMO,COF,CSX,SIVB,SYF,MAR,FRT,IDXX
7621,STX,PFG,CPB,DISH,NOC,HWM,XRAY,CMCSA,CMA,BEN,ALK,RTX,TMUS,LH,EVRG
7622,SPGI,BKR,BA,NFLX,ROST,IVZ,LKQ,CCL,BLL,COP,WEC,IRM,MU,CARR,MOH
7623,MS,FBHS,AWK,EIX,TXT,EXR,ATVI,ICE,MNST,FITB,RL,APTV,WRK,SPGI,SRE
7624,HSY,IR,GD,PEAK,FISV,TTWO,MTB,MDLZ,TFX,ORLY,DXCM,ANSS,TMO,PNW,MLM
7625,IFF,VRSK,ADBE,VRTX,DG,LKQ,XOM,NEE,RMD,NTAP,ALK,DLTR,VRSN,SYF,IPG
7626,SHW,WTW,IPGP,FB,J,PXD,EXC,COP,IP,MCO,PKG,SLB,CRL,TRMB,HLT
7627,TROW,SWK,LUMN,COP,TFX,UHS,MET,GWW,FIS,NCLH,MSI,NWS,FMC,MDLZ,VFC
7628,WDC,TT,KEY,CBRE,SWK,MSI,NLOK,RE,SNA,WTW,URI,APH,HWM,IT,CBRE
7629,LMT,IDXX,FCX,CZR,BLK,NEM,APA,KEYS,CMS,MET,ESS,RJF,IT,FTV,LH
7630,RE,ZTS,CDW,LHX,WBD,JKHY,VTR,GOOGL,WM,MRNA,JNPR,UAA,SPG,J,HON
7631,NKE,UAL,NDAQ,SLB,ODFL,MDLZ,PNR,EMN,ESS,PENN,DOW,DPZ,ITW,CMS,CE
7632,EMN,MHK,CCL,FMC,LNT,ESS,EXPE,HRL,BIO,JCI,WMB,DGX,MU,MU,PKI
7633,TGT,DAL,WY,AZO,HAS,ORCL,BEN,AMP,IBM,MRK,KMX,VLO,SIVB,MRNA,LRCX
7634,IQV,ANTM,BAC,LUV,MSFT,SBUX,PKI,TDG,GE,EVRG,UHS,MSI,UA,SLB,ULTA
7635,AVB,SCHW,FDS,J,AVY,LDOS,HUM,CTVA,PXD,GNRC,AMAT,MHK,CEG,ROL,USB
7636,AVGO,TDY,CTVA,AMGN,OXY,EXR,MU,MAS,ED,SWKS,ANSS,TGT,NVDA,PG,CERN
7637,PM,WELL,PFG,EVRG,CCL,NKE,DD,TAP,MRK,ATVI,NOC,DFS,ZTS,HAL,PNR
7638,URI,CBRE,AES,DAL,BSX,ABMD,PENN,UNH,MHK,NEE,SEDG,HWM,BRKB,LNT,NKE
7639,CDAY,JPM,HIG,PVH,CMI,FB,WDC,TGT,ABBV,NWS,WBA,JPM,NCLH,STZ,CINF
7640,AZO,PLD,CAG,TWTR,BR,WEC,ITW,MPWR,ADBE,IVZ,MGM,XOM,MCD,WRK,DLTR
7641,HII,ILMN,LVS,ANET,GPC,AIG,RMD,HPQ,BA,MPWR,ETN,TMUS,SNA,FDX,ALLE
7642,FLT,MTCH,SBNY,CSX,TXT,GNRC,KLAC,TXN,O,BSX,APH,BIIB,RL,NDAQ,SNPS
7643,MCD,TECH,ALK,FOX,PG,LUV,KIM,LNT,T,CL,PRU,TFX,CI,EOG,CTVA
7644,DOV,HPQ,HST,BBY,LHX,OGN,ALK,UDR,UHS,DIS,AVGO,AMZN,ORCL,EMR,DLR
7645,IEX,ODFL,CVS,ZBRA,GE,ROST,EBAY,HPE,PRU,K,SWK,RCL,HSY,PH,TRMB
7646,DGX,TXT,TGT,PHM,GOOGL,CAH,ATO,RTX,WST,TSLA,KLAC,DOW,TSCO,DHI,ALGN
7647,GOOGL,AMD,DPZ,CBRE,PG,ANTM,BRO,KR,RMD,WELL,EW,ALL,TRV,SPGI,FDX
7648,TMUS,MHK,CAH,WRB,PCAR,BA,UA,INCY,GOOGL,TSLA,TAP,WRB,IT,BLK,SYY
7649,PHM,ETR,IP,CINF,PH,KMI,CHRW,AMAT,JKHY,AAL,LW,CMCSA,EFX,FRT,CRM
7650,DRE,CHTR,QRVO,ABBV,PLD,CMI,BDX,CDW,WAB,FITB,TTWO,EXPE,AME,CPRT,HSIC
7651,AAP,ITW,PSX,LH,BLL,CNC,EXR,PM,MOH,AJG,TMO,EXC,BLL,MRNA,CRL
7652,NVDA,UDR,MSCI,PAYX,NOW,GOOG,AZO,WYNN,BXP,AEE,XTSLA,WAT,TECH,SYY,SBUX
7653,PLD,TRV,FB,WBA,XRAY,CTRA,DHR,GS,TYL,AME,PYPL,BKR,PYPL,DRI,PYPL
7654,K,HCA,LH,MS,PPG,BMY,ED,CMCSA,MA,F,PSX,A,COP,FDX,JBHT
7655,HSIC,WM,BR,CMCSA,HRL,A,FCX,CTXS,BSX,CTRA,HBAN,GWW,CAH,CTLT,WDC
7656,FITB,BAC,AON,GPC,UNP,KMI,MOS,KR,WM,COF,SWKS,FOXA,COST,MET,MKTX
7657,NEE,ADM,NKE,ANTM,XYL,OKE,CNC,HST,ZION,CBOE,FDS,HD,ZBRA,SHW,BLL
7658,PHM,O,ORCL,OMC,WYNN,REG,AVY,O,ABT,EPAM,KHC,TYL,BLK,IR,QRVO
7659,SEE,FIS,GPN,FFIV,TRV,MOH,BK,SBAC,NOC,CSX,CAH,RTX,EXC,BSX,YUM
7660,AAPL,MMC,KEYS,DG,IPG,ROL,AON,DHR,ROK,AMP,PFG,TDG,NFLX,PENN,PRU
7661,CTAS,RL,AAL,SNPS,IPGP,O,VMC,SBAC,EFX,ATO,HD,VTRS,LW,WYNN,HON
7662,LRCX,MMM,BKR,DLR,D,MGM,FCX,CBOE,WY,CLX,WAT,HLT,HOLX,DUK,UHS
7663,BAX,OMC,JCI,MTCH,UAL,BLL,CTVA,STX,IFF,SJM,ETR,OMC,FOXA,DPZ,MET
7664,HUM,PAYC,IPG,BIO,WAB,DTE,BAC,BAX,SBAC,FFIV,ATVI,NOC,CFG,V,DVN
7665,ALK,ANSS,RE,DOW,BRKB,SPGI,AVY,REG,ED,CZR,WTW,LKQ,TSLA,ECL,GOOG
7666,AMP,LNT,TXT,TT,WMB,AOS,HWM,NXPI,PPL,GRMN,IRM,BR,CTAS,CDNS,UNH
7667,UDR,VZ,COF,FE,PPG,MTB,TMUS,WYNN,UA,AKAM,GM,TER,CMCSA,CTRA,MU
7668,UDR,LH,STT,TFC,FFIV,WAB,BEN,JKHY,GOOG,ALLE,CARR,MAS,XYL,ETR,DUK
7669,RSG,CTVA,FLT,APH,SO,IDXX,HCA,SIVB,TWTR,QCOM,NOW,ARE,VFC,AWK,MOH
7670,WFC,ABC,RMD,CNC,AMGN,TRV,DOW,EIX,HRL,RSG,TXT,NEE,MRNA,RL,WAB
7671,CPRT,INTC,AMT,DG,WRK,LKQ,IVZ,TGT,LOW,STZ,AMGN,JKHY,MGM,AAL,CAG
7672,LRCX,HRL,CME,TSN,FOXA,SYF,AJG,AME,BKNG,ATVI,SJM,NWSA,WY,LW,IBM
7673,WELL,HAL,CF,LKQ,HSY,GOOGL,RHI,SYF,DXC,ICE,DUK,IDXX,GS,RCL,CMS
7674,CNP,RTX,SLB,ZBH,STE,F,SJM,HWM,APA,EIX,ODFL,VMC,APD,DISH,MAS
7675,SBUX,MKC,MCO,APA,NDAQ,CBRE,PSA,TSN,MPC,RJF,VZ,ATO,CTSH,DLTR,NDSN
7676,GOOGL,ABC,PEG,ETR,TRV,UPS,TROW,OTIS,EA,CTVA,SYF,HUM,AVB,PSX,QRVO
7677,NTAP,TROW,CINF,ADM,LDOS,FRT,CHRW,GPC,ROP,ALLE,CRL,BLK,IRM,AMGN,ZTS
7678,DE,FB,ES,MCHP,NEM,SNA,AZO,TXN,PRU,CCL,SJM,EQIX,VLO,KIM,ALL
7679,BEN,HPE,WMT,TPR,VTR,AMP,JBHT,TAP,UNH,BLL,JBHT,UAL,MCO,ZTS,ROL
7680,GL,HSIC,MCK,CAH,WYNN,GIS,CSX,EQIX,IBM,DOW,DVA,AAP,CBOE,UNP,MO
7681,LHX,UNH,TGT,HAS,CME,DG,ESS,AVB,CZR,LKQ,USD,IR,AEP,APTV,ZBRA
7682,SRE,TTWO,AVGO,VMC,AKAM,MLM,SYK,QCOM,MAS,EVRG,GWW,FISV,EOG,AVY,DLTR
7683,WBD,DHI,STT,HCA,LUV,UNP,CTAS,AVGO,VRTX,LEN,GWW,VFC,YUM,ZBRA,HST
7684,FOX,VTR,TTWO,DOW,ADSK,MNST,HLT,ESS,RF,PM,ETR,ARE,CAH,FMC,PKG
7685,MO,JPM,ADSK,SHW,TWTR,MET,BSX,BBY,TRMB,CTSH,ROST,TXT,FTV,MU,WEC
7686,COO,STT,SBUX,AMGN,EXR,GIS,TT,SWK,FRT,CHTR,APTV,UNP,BDX,APH,DXC
7687,GOOGL,WRK,LMT,NLOK,BA,C,GE,KHC,PGR,PARA,BBWI,CARR,VMC,LKQ,TMO
7688,RCL,OMC,EMR,AOS,PVH,VZ,NUE,KLAC,UHS,BWA,AFL,PTC,AAL,CMS,ENPH
7689,C,BBWI,MLM,FE,HPQ,UA,NFLX,CDAY,FISV,OGN,KEYS,MCO,EPAM,HIG,RE
7690,MCHP,ALGN,PH,LRCX,BKNG,CE,TFX,FTV,BLK,BIO,DOV,PXD,CDAY,STX,AEE
7691,ESS,DXCM,D,NWSA,CTSH,ITW,NWS,D,GWW,TEL,AMAT,REG,ANSS,MOH,HSY
7692,JBHT,JNPR,WYNN,CARR,MU,HAS,APA,JNJ,ALLE,DFS,WAT,BMY,PG,POOL,MSCI
7693,NLSN,MOH,DIS,NDSN,ED,UAA,UPS,XYL,MCD,EW,AIG,INCY,PYPL,SNPS,TJX
7694,KR,NOW,EXPE,RHI,NFLX,ADI,BBY,CBOE,EXPE,BAC,JNJ,CAT,LNC,FITB,CDNS
7695,UPS,SPGI,EPAM,OMC,CDAY,NFLX,TXN,FANG,UNP,AVGO,PFG,EA,UBFUT,CTAS,AIZ
7696,JBHT,FB,ADP,STE,GL,GPN,LRCX,ROP,USD,MAR,MSFT,BIIB,CMI,FDX,FITB
7697,PKI,WDC,MMC,SWKS,OMC,AEE,PAYX,PFE,DHR,HST,KEYS,DFS,CNC,CE,ANTM
7698,MKTX,AMAT,PG,HBAN,CMA,MHK,JNJ,HPE,WYNN,APH,EMR,WELL,PNC,DOV,GPC
7699,PYPL,AMGN,LUV,ETR,EVRG,IQV,AES,BLL,CMS,UDR,CPT,NLOK,MCD,ABT,HSY
7700,WST,DG,TFC,FDX,CTLT,BK,SPGI,LKQ,COO,APD,KLAC,RTX,OTIS,JPM,CDW
7701,DPZ,KLAC,EMR,PKI,GM,WYNN,LHX,EA,PNW,NOW,DVN,MSFT,SYY,SYF,UHS
7702,TDY,WM,NDSN,ORLY,PSA,CDAY,LNC,HIG,CI,CAG,BKR,EA,DRI,AIZ,MET
7703,MAS,TGT,GM,TMUS,BLK,SYK,VMC,NRG,TDY,LNT,A,PPG,AMCR,RTX,TWTR
7704,MCK,ALGN,ADP,MGM,LYV,HII,EXPD,LOW,APTV,TRV,TJX,NEE,NWSA,WBD,PSX
7705,DD,EW,DHR,IR,ZBRA,USD,CDNS,NEE,PEAK,SO,VTRS,IQV,EVRG,BLL,REG
7706,AEP,CHD,WST,HBAN,AAPL,NOC,EMN,DXCM,CI,SO,STX,UBFUT,JNPR,ADSK,UNP
7707,TER,ZION,NVR,ORCL,KHC,MAR,AMCR,NTAP,KHC,DVA,GRMN,WM,AWK,ANTM,COP
7708,BSX,CAT,TRV,CERN,GOOGL,AMD,MAA,EVRG,PTC,STT,MRO,CZR,FFIV,BLL,GPN
7709,MPWR,HAS,WRB,COF,RCL,QRVO,HAS,BBWI,EA,DG,ENPH,EPAM,DLTR,CBRE,ZION
7710,FCX,WFC,MSFT,PKG,TMO,APA,PENN,MPC,HII,SNA,EOG,ORLY,ROK,APTV,O
7711,ULTA,HAL,PXD,AXP,HAS,UAL,TSCO,ROL,GLW,LNC,MCO,AME,AMP,FRC,FMC
7712,GOOGL,COO,NUE,CMG,J,AON,KEYS,JBHT,UAL,WM,MKC,WYNN,WBD,NWSA,IFF
7713,MSI,RCL,LEN,MRK,CMG,MS,GL,ALL,ALLE,DG,ABT,SPGI,FCX,ALK,MMC
7714,CTLT,ORCL,IQV,ABC,NUE,WRK,JPM,NI,HBAN,FBHS,ITW,DXC,PSX,HD,CB
7715,FRC,CMCSA,CAG,NEE,FBHS,CDW,AJG,RE,AMAT,VRSK,WYNN,GOOG,GOOGL,WY,ADSK
7716,DRE,SPG,LNC,CSX,GNRC,QRVO,PEG,IPG,PARA,CLX,AVGO,DHI,WRK,WELL,DOV
7717,LUV,SIVB,GD,HWM,LIN,MAS,CNP,LRCX,K,NRG,ABBV,AEE,ADBE,DFS,IDXX
7718,AJG,AAL,ORLY,ADSK,WHR,FE,SWK,ALGN,GNRC,DPZ,MGM,WELL,VZ,AMT,FOX
7719,IFF,BFB,MA,CSX,TYL,PEAK,POOL,ESS,PWR,VTR,BA,MTD,VTR,SBUX,SPG
7720,CRL,WFC,SNPS,D,APD,IT,CEG,APD,LNT,FAST,SEE,TER,SLB,NLSN,CHD
7721,HES,EXC,HON,TAP,DXCM,AMGN,PCAR,SWK,VNO,LKQ,IDXX,FRT,F,GOOGL,TDG
7722,NDSN,BLL,HAS,AVB,DRE,SYY,MMM,FB,LW,SO,HON,KMI,XEL,CDW,FTNT
7723,PTC,CZR,UHS,AAL,RSG,IBM,K,AAP,GNRC,CNP,GS,CHD,IP,NI,TXN
7724,LDOS,CAH,F,SNA,FCX,L,ETR,GL,BWA,K,MMC,AKAM,LLY,KMB,UNH
7725,TMO,WBA,JBHT,ICE,GIS,VLO,AMT,ROST,FTV,CHD,SWK,XEL,HON,EIX,DHR
7726,VRTX,EA,WFC,TMUS,WY,SHW,TDY,PKG,LIN,BDX,TER,MAA,WHR,UBFUT,RCL
7727,PPG,WST,CTXS,RTX,BLK,XTSLA,BKNG,NDAQ,FRT,EXPE,COP,APD,ORLY,ORCL,HAS
7728,LW,LH,CARR,PFG,OGN,ZBH,DRI,TYL,LOW,OXY,BWA,CB,MHK,BLL,INTU
7729,MDT,SYF,EPAM,DUK,WBA,MKC,EVRG,BXP,NFLX,VRSK,CINF,BFB,EL,GLW,OXY
7730,SBNY,CNP,TT,PEG,AIZ,MMC,GNRC,HRL,CAG,EBAY,CBOE,VRSK,WTW,ROP,LOW
7731,MKC,TFC,HAS,MSFT,HLT,CMA,UHS,IVZ,LUV,CPT,GPN,PAYX,CNP,A,CZR
7732,TEL,CVS,TDY,FOX,POOL,INTC,CHRW,CNP,PKG,NKE,AME,GPN,EPAM,ATVI,O
7733,ETSY,NLSN,IPG,GLW,LDOS,MOH,WRK,AIZ,PEP,SYK,ZION,SYK,SNA,TDY,CE
7734,SLB,CPRT,NTAP,O,TER,NOW,EMR,UAA,TMUS,ISRG,FCX,CRL,PEAK,DLR,UBFUT
7735,PAYX,AMCR,SWK,JBHT,SJM,APTV,PGR,SNA,NVDA,CMS,MPC,IDXX,XTSLA,UPS,EXPD
7736,V,NLSN,JKHY,TYL,TFC,AJG,HCA,ADP,J,COO,OGN,GL,RMD,GS,GLW
7737,REG,V,VMC,BXP,FB,VNO,BR,TDY,UDR,C,SPGI,APTV,KIM,TXT,ANTM
7738,PLD,HLT,IVZ,TSLA,A,SO,CHD,CI,PKG,EXPD,NEE,ITW,AVGO,SJM,AMCR
7739,BBY,CINF,ROST,HBAN,PEG,HWM,T,LEN,O,PSA,ADM,NWS,VRSN,CTAS,AIG
7740,IPGP,MSCI,ICE,AIZ,NEM,CCI,BWA,FTV,FCX,CF,PRU,PENN,OMC,IDXX,CNP
7741,SLB,XRAY,AKAM,MPWR,GIS,PNW,ZBRA,IEX,AJG,NUE,GRMN,ABC,HIG,NUE,C
7742,REGN,VRTX,NEE,IDXX,COST,AMAT,FDX,SHW,SBAC,JCI,DHR,MTCH,IDXX,AES,RHI
7743,VZ,SEDG,MLM,FRC,APH,RHI,AMP,LOW,IBM,ATO,FTNT,RL,ADM,PEAK,ZION
